Name	AveExpr	t	logFC	P.Value	Adj pval	B
GAL	3.594711335327423	5.23142795619864	0.7260419189203375	2.1402192184660926e-7	1.1666468843670901e-6	6.491600056345611
HORMAD1	1.879555737888056	4.101818613703473	0.725088725124964	4.510462404514414e-5	1.472388265119493e-4	1.4137352415048898
C1orf106	4.5610463466852815	4.964935909969598	0.7247441774606171	8.371206165851089e-7	4.03217156023486e-6	5.189045353029279
MKRN3	1.97275972211176	4.572080336629549	0.7191854643028284	5.577896183141923e-6	2.2360696739463066e-5	3.386013567863378
CTB-134H23.2	0.8688651813117654	9.18631836557925	0.7180711865799251	3.294056843398533e-19	4.166066891109311e-17	32.88684314736413
LIME1	4.573756985172074	8.247633268366318	0.7174004760411279	6.448053633916284e-16	3.123190233534132e-14	25.48862460922566
C4orf48	5.361819992163788	8.570672195021979	0.7136431578564153	5.1165803727780986e-17	3.292691227881086e-15	27.959882453644
SYT8	3.5693248924207084	4.401431304343838	0.7130763105267324	1.2183290318973819e-5	4.5088820014052265e-5	2.646732992544285
C2orf82	3.7993349496681406	5.638094420180772	0.7126950107982739	2.369892947169338e-8	1.5955818984786685e-7	8.601470763695842
TTYH1	3.7199830858583396	4.691569388462754	0.7116960725811872	3.1784386205587955e-6	1.3537353638357527e-5	3.919545020938262
AC120194.1	5.861854925382848	4.230622264679151	0.7106280217842391	2.5948025471078788e-5	8.956888549645316e-5	1.9336188005194366
GSDMC	2.954926359751264	5.614641885205725	0.7089588535026903	2.7010289973387824e-8	1.7894194288662752e-7	8.47583233885748
